text,date,url
"Toggle navigationInfoHet heeft er alle schijn van dat Sigrid Kaag druk bezig is om haar vertrek voor te bereiden.  Hugo de Jonge valt een colomniste aan en vraagt zich af waar al die haat vandaan komt. 

|Voordat zo goed als alle complottheorieën uitkwamen was er misscchien sprake van complotdenker.  Echter, aangezien zo goed als iedere complottheorie waarheid is geworden is het beter om te spreken van complotanalist in plaats van denker. 

| Sommigen zullen het toeval noemen dat het kabinet nu een asielwet erdoor wil duwen die verregaande gevolgen zal hebben.  Het grote publiek heeft (nog) niets door en als dat op termijn wel het geval is, dan is het te laat. 

| De AIVD waarschuwt voor de toename van het aantal complotdenkers, dit omdat deze op termijn gevaarlijk zouden kunnen worden.  Tegelijkertijd komt het ook met een advies voor de overheid, maar zal die overheid dat advies daadwerkelijk opvolgen? 

| Stapje voor stapje, stukje bij beetje, wordt iedere vrijheid die je hebt om te reizen weggehaald. Het gaat zelfs zover dat werkgevers straks aan de overheid moeten melden hoeveel hun werknemers reizen om op het werk te komen. 

| Dat de oorlog in Oekraïne ontelbare levens eist is iets waar de oorlogshitsers geen boodschap aan hebben.  Net zomin als de kapitalen aan geld die letterlijk de lucht in geknald worden en waarvoor wij mogen betalen. 

| Enkele jaren geleden zijn we met behulp van lezers overgestapt naar een andere en betere website.  Dat is heel goed verlopen, maar nu moet er toch wel het één en ander gebeuren om diezelfde website in de lucht te houden. 

|Achter de schermen wordt druk gewerkt om de censuur richting satanische sekte optimaal te maken. Het WEF gaat in een stroomversneling en als je luistert naar voorman Schwab, dan weet je dat erop of eronder wordt. 

|Velen zullen vandaag wederom naar een koude bewolkte lucht kijken, want de beloofde opwarming wil maar niet komen. Misschien omdat hij de bui voelt hangen vindt Gerrit Hiemstra dat het nu tijd is om ontslag te nemen als weerman.

|Hoewel het beruchte Kalergiplan al vele jaren tot volle tevredenheid van de satanische sekte draait, had het grootste deel van de bevolking daar geen moeite mee. Nu opeens vindt 90 procent van diezelfde bevolking dat er een maatschappelijke ontwrichting op komst is. 

| Het is werkelijk ziekmakend om te zien hoe D66 prominenten slijmen met één van de grootste schurken van deze tijd.  Schaamteloos poseren ze trots op de foto en maken hiermee duidelijk waarom dit land ten onder zal gaan als er niet snel dingen veranderen. 

| Alles gaat nu in een stroomversnelling, zowel de push richting New Wolrd Order als het aantal mensen dat wakker schrikt.  De komende jaren zullen dan ook heel spannend worden, want wie gaat deze race tegen de klok winnen? 

| Bij iedere volgende stap naar een 24/7 controlestaat doen de MSM hun uiterste best om alleen maar voordelen op te noemen.  Zo ook voor de vanaf volgend jaar verplichte zwarte doos in nieuwe auto’s. 

|Ministers liegen alsof het gedrukt staat en de bevolking wordt met de dag meer geschoffeerd. Nu ook de onzinnige pandemiewet is aangenomen zal de weerstand van de bevolking alleen maar groter worden. 

|Ondanks de vele waarschuwingen hebben de Britten toch gemeend munitie met verarmd uranium aan Oekraïne te moeten leveren.  Maar nu krijgen zij en ook de rest van Europa de rekening gepresenteerd, want een levensgevaarlijke wolk verspreidt zich nu over het continent. 

|In ons land hoef je op de politiek niet te rekenen om de burgers te beschermen.  Maar binnen overheidsdiensten begint het steeds meer te rommelen en dat gaat toch wel een probleem worden. 

|Een groot deel van Nederland verkeert in staat van opwinding in verband met de nieuwe pensioenwet. Een wet waarbij burgers geen enkele zekerheid meer hebben over de hoogte van hun uiteindelijk pensioen 

|Ogenschijnlijk strijdt de klimaatmafia voor een goede zaak en daarom trappen heel veel mensen in de val. In werkelijkheid wordt onze welvarende maatschappij gesloopt waar we bij staan. 

|
Pagina 1 van 853 

  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo","[<time datetime=""2023-05-27T15:05:09+02:00"" itemprop=""datePublished"">
zaterdag, 27 mei 2023 15:05 </time>, <time datetime=""2023-05-27T12:52:16+02:00"" itemprop=""datePublished"">
zaterdag, 27 mei 2023 12:52 </time>, <time datetime=""2023-05-27T10:28:52+02:00"" itemprop=""datePublished"">
zaterdag, 27 mei 2023 10:28 </time>, <time datetime=""2023-05-26T13:43:17+02:00"" itemprop=""datePublished"">
vrijdag, 26 mei 2023 13:43 </time>, <time datetime=""2023-05-26T11:21:34+02:00"" itemprop=""datePublished"">
vrijdag, 26 mei 2023 11:21 </time>, <time datetime=""2023-05-26T10:25:21+02:00"" itemprop=""datePublished"">
vrijdag, 26 mei 2023 10:25 </time>, <time datetime=""2023-05-26T06:04:52+02:00"" itemprop=""datePublished"">
vrijdag, 26 mei 2023 06:04 </time>, <time datetime=""2023-05-25T13:21:28+02:00"" itemprop=""datePublished"">
donderdag, 25 mei 2023 13:21 </time>, <time datetime=""2023-05-25T12:05:03+02:00"" itemprop=""datePublished"">
donderdag, 25 mei 2023 12:05 </time>, <time datetime=""2023-05-25T10:12:59+02:00"" itemprop=""datePublished"">
donderdag, 25 mei 2023 10:12 </time>, <time datetime=""2023-05-24T13:47:53+02:00"" itemprop=""datePublished"">
woensdag, 24 mei 2023 13:47 </time>, <time datetime=""2023-05-24T11:56:20+02:00"" itemprop=""datePublished"">
woensdag, 24 mei 2023 11:56 </time>, <time datetime=""2023-05-24T10:18:26+02:00"" itemprop=""datePublished"">
woensdag, 24 mei 2023 10:18 </time>, <time datetime=""2023-05-23T19:02:42+02:00"" itemprop=""datePublished"">
dinsdag, 23 mei 2023 19:02 </time>, <time datetime=""2023-05-23T11:28:41+02:00"" itemprop=""datePublished"">
dinsdag, 23 mei 2023 11:28 </time>, <time datetime=""2023-05-23T09:54:51+02:00"" itemprop=""datePublished"">
dinsdag, 23 mei 2023 09:54 </time>, <time datetime=""2023-05-22T13:47:13+02:00"" itemprop=""datePublished"">
maandag, 22 mei 2023 13:47 </time>, <time datetime=""2023-05-22T12:45:19+02:00"" itemprop=""datePublished"">
maandag, 22 mei 2023 12:45 </time>]",https://niburu.co/
"Toggle navigationInfo






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo",[],https://niburu.co/info/over-ons
"Toggle navigationInfo 






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo",[],https://niburu.co/info/adverteren
"Toggle navigationInfoVoor technische vragen over de website, mail naar technisch (apestaart) niburu.co.Voor vragen, tips, suggesties en persoonlijke bijdragen kun je emailen naar redactie (apestaart) niburu (punt) co.






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo",[],https://niburu.co/info/contact
"Toggle navigationInfo Niburu is afhankelijk van de ondersteuning van onze lezers. Onze website heeft geen advertenties en verder geen inkomen. Dat is waarom we afhankelijk zijn van jou.Wil je ons helpen? Dan mag je een donatie doen aan ons via Stichting Heel de Wereld, eenmalig of vaker, groot of klein. We waarderen alles!Je kunt dat doen  die je naar de donatiepagina van Stichting Heel de Wereld omleidt en waar je uit het menu een bedrag kan kiezen, of je kunt het handmatig doen via je bank met gebruik van de onderstaande gegevens.Handmatige overboekingen kunnen naar:Stichting Heel de Wereld IBAN: NL93INGB0007443969 BIC: INGBNL2A Ovv: (donatie)We zijn heel erg blij met je bijdrage! Dank je wel.






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo",[],https://niburu.co/doneren
"Toggle navigationInfoHet heeft er alle schijn van dat Sigrid Kaag druk bezig is om haar vertrek voor te bereiden.  Hugo de Jonge valt een colomniste aan en vraagt zich af waar al die haat vandaan komt. Politici die bedreigd worden, journalisten, wetenschappers, rechters…Je zou toch hopen dat iedereen de verantwoordelijkheid voelt om die eindeloze stroom aan haat te keren…Wat zóu het helpen als dit soort kwaadaardigheid geen podium zou krijgen… 






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo","[<time datetime=""2023-05-27T15:05:09+02:00"" itemprop=""datePublished"">
zaterdag, 27 mei 2023 15:05 </time>]",https://niburu.co/binnenland/18595-er-lijkt-iets-te-veranderen-in-ons-land
"Toggle navigationInfoVoordat zo goed als alle complottheorieën uitkwamen was er misscchien sprake van complotdenker.  Echter, aangezien zo goed als iedere complottheorie waarheid is geworden is het beter om te spreken van complotanalist in plaats van denker. If you always vote for the lesser of two evils, you'll always get evil. 






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo","[<time datetime=""2023-05-27T12:52:16+02:00"" itemprop=""datePublished"">
zaterdag, 27 mei 2023 12:52 </time>]",https://niburu.co/het-complot/18594-complotdenker-wordt-vanaf-nu-complotanalist
"Toggle navigationInfo Sommigen zullen het toeval noemen dat het kabinet nu een asielwet erdoor wil duwen die verregaande gevolgen zal hebben.  Het grote publiek heeft (nog) niets door en als dat op termijn wel het geval is, dan is het te laat. 






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo","[<time datetime=""2023-05-27T10:28:52+02:00"" itemprop=""datePublished"">
zaterdag, 27 mei 2023 10:28 </time>]",https://niburu.co/het-complot/18593-nieuwe-asielwet-net-voor-pinksterweekend-zeg-maar-dag-tegen-je-huis
"Toggle navigationInfo De AIVD waarschuwt voor de toename van het aantal complotdenkers, dit omdat deze op termijn gevaarlijk zouden kunnen worden.  Tegelijkertijd komt het ook met een advies voor de overheid, maar zal die overheid dat advies daadwerkelijk opvolgen? “So we penetrate the cabinets”.Here is Klaus Schwab in 2017 discussing how the WEF have penetrated governments with its young global leaders - like Justin Trudeau.






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo","[<time datetime=""2023-05-26T13:43:17+02:00"" itemprop=""datePublished"">
vrijdag, 26 mei 2023 13:43 </time>]",https://niburu.co/het-complot/18591-gaat-overheid-het-advies-van-de-aivd-opvolgen
"Toggle navigationInfo Stapje voor stapje, stukje bij beetje, wordt iedere vrijheid die je hebt om te reizen weggehaald. Het gaat zelfs zover dat werkgevers straks aan de overheid moeten melden hoeveel hun werknemers reizen om op het werk te komen. 






  
Er lijkt iets te veranderen in ons land 
Complotdenker wordt vanaf nu complotanalist 
Nieuwe asielwet net voor Pinksterweekend, zeg maar dag tegen je huis 
Gaat overheid het advies van de AIVD opvolgen? 
Het mogen reizen is binnenkort een voorrecht 
Verspilling van geld of hoeveel een dag oorlog in Oekraïne kost 
De website piept en kraakt 
Nog zeven jaar te gaan 
Dankzij klimaatopwarming lopen mensen te bibberen van de kou 
En nu opeens zijn burgers bang voor ontwrichting van samenleving 
Overleden kind verschijnt op foto 
Mysterie van neergeschoten vlucht MH17 in 1 dag opgelost 
Het raadsel van de uitgestelde koffie 
Over Ons 
MH17, het verhaal van de vreemde Cor Pan foto heeft een staartje 
Cannabis remedie tegen kanker, regering weet het al 36 jaar 
Wij beginnen nu aan fase 5 richting New World Order 
MH370 passagier stuurt boodschap vanaf Diego Garcia (breaking)      Naar bovenNaar bovenInfo","[<time datetime=""2023-05-26T11:21:34+02:00"" itemprop=""datePublished"">
vrijdag, 26 mei 2023 11:21 </time>]",https://niburu.co/het-complot/18590-het-mogen-reizen-is-binnenkort-een-voorrecht
