text,date,url
"AndereKrant



















































Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/nieuws
"AndereKrant




 Betalingen voor de bestellingen kunnen gedaan worden middels bijgevoegde doneer knop of middels een overschrijving naar:  Stichting KnowledgeMatters  Rekening: NL03TRIO0198093675
Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/bestellen
"AndereKrant



















































Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/podcast
"AndereKrant




Auteur: Arjen Pasma
Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/boeken
"AndereKrant





Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/verkooppunten
"AndereKrant







De eerste editie van De Andere Krant werd uitgegeven in maart 2018. De
initiatiefnemers, Madeleine Klinkhamer, Rens van der Bulck en Sander
Compagner zochten naar een methode om het publieke debat te
verbreden. Ze wilden iets maken om daarmee de andere kant van
onderwerpen en thema’s te belichten, waarvoor in de toen
bestaande pers geen ruimte was
en waar ook nog geen ruimte voor wordt gemaakt.


In de huidige pers Nederlandse valt de uniformiteit in de berichtgeving over veel onderwerpen erg op. Over afwijkende meningen, zienswijzen of invalshoeken wordt niet
gerapporteerd, waardoor het Nederlandse publiek na verloop van tijd een uiterst eenzijdig beeld
van de werkelijk krijgt. Wie iets vertelt dat afwijkt van de norm, wordt intussen weggezet als
complotdenker, als (extreem)-rechts, als ontkenner of krijgt een ander stigma zich geplakt.

Bij De Andere Krant hebben we wijsheid en waarheid weliswaar ook niet in pacht maar we achten het aandacht geven aan andere zienswijzen essentieel voor de vrije meningsvorming. We
laten ons geen taboes aanpraten, laat staan opleggen en geloven in een vrij en pluriform
debat. We zijn altijd aanspreekbaar op wat we publiceren en horen
het graag als we er toch blijken naast te zitten.








De Andere Krant is goed wijs.
We willen bijdragen aan een wereld waar iedereen in vrijheid en
harmonie met en ook naast elkaar kan leven. We streven naar een leefomgeving die dat mogelijk maakt en hebben daartoe drie
kernwaarden waaraan we al onze uitingen toetsen; integriteit, verbinding en kwaliteit. 








De Andere Krant is onafhankelijk. De financiering van redactie, vormgeving en drukwerk wordt opgebracht door abonnementen, door losse verkoop en door donaties.
Sinds de start van De Andere Krant wordt er desondanks volop gespeculeerd over hoe we
onze operatie financieren. De eerste uitgave van de themakrant ging over Rusland. Iets dat voor
verschillende media een aanleiding was om een Russische connectie
te veronderstellen. De eerste roebel - zou dat het geval zijn - laat dan wel héél erg lang op zich wachten.
We brengen artikelen met actueel nieuws, met achtergronden, columns, interviews en met opinie. Daarnaast gaat veel van onze aandacht uit naar de positieve ontwikkelingen. Stichting KnowledgeMatters Rekening: NL03TRIO0198093675 OVV - DeAndereKrant De  Krant is daadwerkelijk onafhankelijk. We belichten alle thema’s die volgens ons relevant zijn zonder dogma’s of taboes.We zijn kritisch en staan open voor kritiek. We geven ruim aandacht aan inspirerende en creatieve oplossingen voor de problemen van onze tijd.
Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/overons
"AndereKrant




 of koop in de buurt de nieuwste edite.
			
					Neem een proefabonnement of probeer gratis onze special over de Pandemiewet.
				



















Karel Beckman
Arjen PasmaPieter StuurmanSander CompagnerWouter MeijsKarel Beckman

Sticker actie voor contant geld                     
andere






















                     
Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",[],https://deanderekrant.nl/
"AndereKrant




",[],https://deanderekrant.nl/abonnement
"AndereKrant








Twee medewerkers van het bijwerkingencentrum Lareb zijn lid van de door de overheid opgezette geheime Denktank Desinformatie, die propaganda maakt voor de coronavaccinaties en critici van het beleid censureert en intimideert. Eén daarvan is vrijwel zeker directeur Agnes Kant. Dat blijkt uit overheidsdocumenten die zijn geanalyseerd door onafhankelijke onderzoekers Daniël van der Tuin en Cees van den Bos.Agnes Kant is directeur van Lareb, het door het ministerie van Volksgezondheid, Welzijn en Sport (VWS) gefinancierde ‘onafhankelijke’ kenniscentrum dat meldingen van bijwerkingen van geneesmiddelen verzamelt en analyseert. Zij is ook lid van de Vaccinatiealliantie van VWS, die tot doel heeft “de vaccinatiegraad” omhoog te tillen. Daarnaast is de oud-politica verbonden aan de Denktank Desinformatie, een club influencers die in opdracht van VWS kritische geluiden over vaccins en het coronabeleid laat censureren. Kant claimt desondanks dat zij en Lareb onafhankelijk opereren. Vaccinatieslachtoffers beweren het tegenovergestelde en reppen van “Lareb Lariekoek”.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 27 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/de-dubbele-pet-van-agnes-kant-2023-05-27
"AndereKrant




",[],https://deanderekrant.nl/cadeauabonnement
,[],https://deanderekrant.nl/file/DAK:/PDF/DeAndereKrant-2023-05-06.pdf
"AndereKrant








Nederland kent een groot aantal klokkenluiders: personen die misstanden in een bedrijf of organisatie aan de kaak stellen. Hoewel de overheid claimt deze mensen te beschermen, blijken velen na de onthullingen geroyeerd, in de steek gelaten of zelfs in de gevangenis beland te zijn door toedoen of nalatigheid van de Staat. De Andere Krant licht er een aantal schrijnende gevallen uit.Naam Meent van der SluisCasus Gaswinning GroningenStatus Overleden na hartfalenNaam Roelie PostCasus KinderhandelStatus Alles kwijtgeraaktNaam Yvonne BrinkerinkCasus JeugdzorgStatus Gevlucht naar TurkijeNaam Bart van WellCasus Seksueel misbruikStatus In de gevangenisNaam Ad van RooijCasus Lozen gifstoffen industrieStatus OnbekendNaam Wim DankbaarCasus Moordzaak Marianne VaatstraStatus In de gevangenisNaam Paul van BuitenenCasus Vuurwerkramp EnschedeStatus In de steek gelaten door justitie


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 26 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/klokkenluiders-niet-beschermd-maar-vervolgd-door-de-staat-2023-05-26
"AndereKrant








De Amerikaanse econoom en Nobelprijswinnaar Paul Krugman zei eens: “Fiatgeld wordt ondersteund door mannen met wapens, bitcoin niet. Dus waarom zou dit ding enige waarde hebben?”


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 25 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/hoe-kan-bitcoin-waarde-hebben-2023-05-25
"AndereKrant








 De Europese Unie heeft een Amerikaanse ‘mensenrechtenwet’ overgenomen die Brussel in staat stelt ‘mensenrechtenschenders’ te vervolgen zonder tussenkomst van een rechter. D66-Kamerlid Sjoerd Sjoerdsma heeft hier, met steun van Pieter Omtzigt, een doorslaggevende rol in gespeeld. Sjoerdsma erkent triomfantelijk dat de wet een “politiek instrument” is. Wat in de media wordt verzwegen, is dat de Magnitsky-wet gebaseerd is op grove leugens.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 24 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/eu-militariseert-mensenrechten-met-op-leugens-gebaseerde-magnitsky-wet-2023-05-24
"AndereKrant








Duitsland moet een ‘klimaatpaspoort’ introduceren voor asielzoekers die hun land ontvlucht zijn vanwege klimatologische omstandigheden. Het klimaatpaspoort zou ook recht moeten geven op een ‘klimaatwerkvisum’. Dat is het advies van de Sachverständigenrat für Integration und Migration (SVR, expertcommissie voor integratie en migratie), een onafhankelijke adviesraad van de Duitse regering bestaande uit negen hoogleraren. 


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 23 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/adviesorgaan-duitsland-oppert-klimaatpaspoort-2023-05-23
"AndereKrant








Een minderheid van de Nederlanders heeft nog vertrouwen in de media, blijkt uit cijfers van het Centraal Bureau voor Statistiek (CBS). Dit vertrouwen is in 2022 verder gedaald, zo staat in het onderzoek ‘Sociale samenhang en welzijn’.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 22 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/vertrouwen-in-de-pers-opnieuw-gedaald-2023-05-22
"AndereKrant








Maatwerkonderwijs gegeven in een prachtig stukje bos aangrenzend bij een boerenbedrijf. In januari 2024 gaat de buitenschool ‘Being The School’ van start. Voor Franka Dammerman, oprichter van de eigentijdse staatsvrije school, gaat daarmee een lang gekoesterde droom in vervulling.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 21 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/onderwijs-in-eenheid-met-de-natuur-2023-05-21
"AndereKrant








 


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 20 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/de-stille-oorlog-om-land-in-oekrane-2023-05-19
"AndereKrant








Congolese mannen, vrouwen en kinderen worden elke dag blootgesteld aan groot gevaar in de kobalt-mijnbouw. Veel Afrikanen delven het giftige bestandsdeel in “mensonterende omstandigheden”, stelt Siddharth Kara, schrijver van het boek ‘Cobalt Red – how the blood of the Congo powers our lives’. Het mineraal is cruciaal voor de productie van lithium-ijzerbatterijen die nodig zijn voor smartphones, laptops en elektrische auto’s.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 19 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/elektrische-autos-rijden-op-het-bloed-van-congolezen-2023-05-20
"AndereKrant








Met zijn boek Filmspeculatie (Cinema Speculation) gidst de wereldberoemde regisseur Quentin Tarantino (1963) de lezer door een prachtige filmische odyssee van de jaren ’70, waarbij hij tien Amerikaanse sleutelfilms onderzoekt die een grote impact op hem hebben gehad. Het boek is een verfijnde melange van filmkritiek, theorie, reportage en persoonlijke geschiedenis, die je middels meeslepende anekdotes nieuwe inzichten geeft in Tarantino’s eigen films. Vanaf de eerste pagina ben je verkocht. 


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 18 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/briljante-lofzang-op-filmische-inspiratiebronnen-2023-05-18
"AndereKrant








De Volendamse traditie van vissers die voor dag en dauw uitvaren is vergane glorie. In het dorp, wereldberoemd om zijn visserij, klederdracht en paling, zorgden ooit 258 schepen voor de belangrijkste bron van inkomsten. Inmiddels vaart nog maar één kotter, de VD64, de haven uit om paling te vangen op het IJsselmeer. 


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 17 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/de-laatste-palingvisser-van-volendam-gaat-door-tot-het-einde-2023-05-17
"AndereKrant








Europa is bezig economische zelfmoord te plegen. Of eigenlijk: Europese beleidsmakers (inclusief die in Den Haag) zijn bezig de Europese economie te vermoorden.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 16 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/netto-nul-de-zelfmoord-van-europa-2023-05-15
"AndereKrant








Ik ben 4 jaar, bijna 5. Een jaar daarvoor zijn we verhuisd vanuit Aarlanderveen, een klein dorp in het groene hart. Mijn vaders vader was daar Hoofd der School, een strenge man met vaak een zuur gezicht. Mijn vaders moeder kletste over mensen. Mijn moeders moeder, boerin, smeerde de lekkerste boterhammen met zelfgemaakte chocoladeboter: ‘bruin’ noemden wij dat. Mijn moeders vader een rechtschapen boer. Mijn moeder, in die tijd een zuinige, hardwerkende huisvrouw, droeg de schaamte van de liefde voordat mijn vader haar, in het zwart en zonder bruidsboeket, trouwde. 


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 4 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/4-mei-1950-2023-05-04
"AndereKrant








Een dictatuur vestigt zich niet van de ene op de andere dag. Het is een proces dat betrekkelijk langzaam begint en vervolgens versnelt. Het is alleen te stoppen als het nog niet te laat is. 


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 2 mei 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/overheid-radicaliseert-niet-de-bevolking-2023-05-02
"AndereKrant








Sinds 1848 hebben we in Nederland een bestuursvorm die we democratie noemen. Op heel veel plekken en op heel veel momenten zijn er andere manieren geweest om de macht te verdelen en een land te besturen. Dit heeft tot slechtere en tot betere uitkomsten geleid. De huidige paradox is dat de democratie beschermd wordt met middelen die dezelfde democratie minder democratisch maken. Dit maakt duidelijk dat het niet de democratie is waar het om te doen is. Dan zouden onze bestuurders zelf alles doen wat in hun macht ligt om hun aandeel aan een werkende democratie te vergroten.


























Volg Ons:       






©2023 De Andere Krant.  Alle rechten voorbehouden.",['Datum: 25 april 2023\n\t\t\t'],https://deanderekrant.nl/nieuws/ik-geloof-dat-het-beter-kan-dan-de-huidige-democratie-mag-dat-2023-04-25
